what,kind,bundleId,bundleVersion,description,time
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1321619299793
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1321619299793
started,bundle,org.eclipse.stp.xef,1.0.0.201006151053,"org.eclipse.stp.xef",1321619300365
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1321619300604
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1321619300895
started,bundle,org.jboss.tools.common.el.core,3.3.0.v20110915-1551-H16-M3,"org.jboss.tools.common.el.core",1321619304088
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1321619304184
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1321619304545
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1321619304702
started,bundle,org.jboss.tools.common.text.ext,3.3.0.v20110915-1551-H16-M3,"org.jboss.tools.common.text.ext",1321619304870
started,bundle,org.eclipse.jst.jsf.facesconfig,1.2.2.v201105031140,"org.eclipse.jst.jsf.facesconfig",1321619305483
started,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.core",1321619306074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321619307333
error,log,,,"Tab group extension: org.eclipse.jdt.debug.ui.launchConfigurationTabGroup.remoteJavaApplication for type org.eclipse.jdt.launching.remoteJavaApplication for the * mode has been replaced by extension: org.jboss.tools.common.jdt.debug.ui.launching.launchConfigurationTabGroup.JBossRemoteJavaApplication2",1321619308854
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1321619308988
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1321619309131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619309667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619316917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321619318641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321619320415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619321249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619323665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321619331210
started,bundle,org.jboss.tools.deltacloud.ui,1.0.1.v20110915-1718-H26-M3,"org.jboss.tools.deltacloud.ui",1321619331219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619333455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619334686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619335557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619345083
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1321619346709
closed,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1321619346711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.closeAll",1321619346741
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321619350070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619351685
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321619353543
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1321619353728
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1321619354274
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1321619354297
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1321619355022
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1321619355055
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1321619355076
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1321619355106
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1321619355106
stopped,bundle,org.jboss.tools.maven.cdi,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.cdi",1321619355106
stopped,bundle,org.jboss.tools.maven.hibernate,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.hibernate",1321619355107
stopped,bundle,org.jboss.tools.maven.jaxrs,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.jaxrs",1321619355107
stopped,bundle,org.jboss.tools.maven.jbosspackaging,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.jbosspackaging",1321619355107
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.seam",1321619355107
stopped,bundle,org.jboss.tools.maven.jsf,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.jsf",1321619355107
stopped,bundle,org.jboss.tools.maven.portlet,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.portlet",1321619355107
stopped,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.project.examples",1321619355107
stopped,bundle,org.jboss.tools.maven.ui,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.ui",1321619355107
stopped,bundle,org.jboss.tools.maven.core,1.3.0.v20110915-2035-H19-M3,"org.jboss.tools.maven.core",1321619355107
stopped,bundle,org.maven.ide.eclipse.wtp,0.13.1.20110728-1800,"org.maven.ide.eclipse.wtp",1321619355107
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1321619355121
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1321619355132
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1321619355132
stopped,bundle,org.jboss.tools.forge.ui,1.0.0.v20110915-1403-H14-M3,"org.jboss.tools.forge.ui",1321619355151
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1321619355158
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1321619355168
stopped,bundle,org.hibernate.eclipse.jdt.apt.ui,3.4.0.v20110915-1559-H24-M3,"org.hibernate.eclipse.jdt.apt.ui",1321619355173
stopped,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20110915-1559-H24-M3,"org.hibernate.eclipse.jdt.ui",1321619355173
stopped,bundle,org.hibernate.eclipse.mapper,3.4.0.v20110915-1559-H24-M3,"org.hibernate.eclipse.mapper",1321619355188
stopped,bundle,org.jboss.tools.birt.oda.ui,1.3.0.v20110915-1539-H22-M3,"org.jboss.tools.birt.oda.ui",1321619355188
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20110915-1559-H24-M3,"org.jboss.tools.hibernate.jpt.ui",1321619355201
stopped,bundle,org.jboss.tools.hibernate.jpt.core,3.4.0.v20110915-1559-H24-M3,"org.jboss.tools.hibernate.jpt.core",1321619355201
stopped,bundle,org.jboss.tools.hibernate.ui,3.4.0.v20110915-1559-H24-M3,"org.jboss.tools.hibernate.ui",1321619355246
stopped,bundle,org.jboss.tools.seam.ui,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.ui",1321619355246
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20110915-1559-H24-M3,"org.hibernate.eclipse.console",1321619355246
stopped,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.ui.mbeans",1321619355247
stopped,bundle,org.jboss.ide.eclipse.as.classpath.ui,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.classpath.ui",1321619355263
stopped,bundle,org.jboss.tools.portlet.ui,1.2.0.v20110915-2032-H20-M3,"org.jboss.tools.portlet.ui",1321619355263
stopped,bundle,org.jboss.tools.project.examples.cheatsheet,1.2.1.v20110915-2040-H20-M3,"org.jboss.tools.project.examples.cheatsheet",1321619355270
stopped,bundle,org.jboss.tools.project.examples,1.2.1.v20110915-2040-H20-M3,"org.jboss.tools.project.examples",1321619355270
stopped,bundle,org.jboss.tools.portlet.core,1.2.0.v20110915-2032-H20-M3,"org.jboss.tools.portlet.core",1321619355270
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.creation.ui",1321619355285
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.ui",1321619355285
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.creation.core",1321619355287
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.core",1321619355288
stopped,bundle,org.jboss.ide.eclipse.as.classpath.core,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.classpath.core",1321619355305
stopped,bundle,org.jboss.ide.eclipse.as.rse.ui,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.rse.ui",1321619355305
stopped,bundle,org.jboss.ide.eclipse.as.rse.core,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.rse.core",1321619355305
stopped,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.archives.webtools",1321619355305
stopped,bundle,org.jboss.ide.eclipse.as.wtp.ui,2.3.0.v20110915-1659-H30-M3,"org.jboss.ide.eclipse.as.wtp.ui",1321619355319
stopped,bundle,org.eclipse.birt.report.debug.ui,3.7.0.v20110519,"org.eclipse.birt.report.debug.ui",1321619355332
stopped,bundle,org.eclipse.birt.report.designer.ui.editor.script,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.editor.script",1321619355337
stopped,bundle,org.eclipse.birt.report.designer.ui.editor.xml.wtp,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.editor.xml.wtp",1321619355338
stopped,bundle,org.eclipse.birt.chart.reportitem.ui,3.7.0.v20110512,"org.eclipse.birt.chart.reportitem.ui",1321619355351
stopped,bundle,org.eclipse.birt.report.item.crosstab.ui,3.7.0.v20110519,"org.eclipse.birt.report.item.crosstab.ui",1321619355365
stopped,bundle,org.eclipse.birt.report.designer.ui.ide,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.ide",1321619355391
stopped,bundle,org.eclipse.birt.report.designer.ui.lib.explorer,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.lib.explorer",1321619355394
stopped,bundle,org.eclipse.birt.report.designer.ui.lib,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.lib",1321619355396
stopped,bundle,org.eclipse.birt.report.designer.ui.editors.schematic,3.7.0.v20110519,"org.eclipse.birt.report.designer.ui.editors.schematic",1321619355446
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1321619355472
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1321619355513
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1321619355518
stopped,bundle,org.jboss.tools.runtime.seam.detector,1.3.0.v20110915-1219-H20-M3,"org.jboss.tools.runtime.seam.detector",1321619355518
stopped,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.text.ext",1321619355527
stopped,bundle,org.jboss.tools.seam.core,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.core",1321619355528
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1321619355528
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1321619355547
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1321619355585
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.2.v201108260345,"org.eclipse.datatools.connectivity.oda.template.ui",1321619355614
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1321619355626
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1321619355635
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1321619355637
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1321619355683
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.text.ext",1321619355704
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.config.ui",1321619355705
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.xml.ui",1321619355711
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.ui",1321619355714
stopped,bundle,org.jboss.tools.cdi.seam.config.core,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.config.core",1321619355735
stopped,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.core",1321619355735
